#CL_Utilization###
Hall_3R_BackRest_L+;Hall_3Row_Backrest_left+;Hall_3Reihe_Lehnenverstellung_links+;mixed;S;BI
Hall_3R_BackRest_R+;Hall_3Row_Backrest_right+;Hall_3Reihe_Lehnenverstellung_rechts+;mixed;S;BI
Hall_Easy_Entry;Hall_Easy_Entry;Hall_Easy_Entry;mixed;S;BI
HA_LL_fD/LR_fP;Head Airbag front Driver;Kopfairbag Fahrerseite vorne;mixed;S;OUT
HA_LL_fP/LR_fD;Head Airbag front Passenger;Kopfairbag Beifahrer vorne;mixed;S;OUT
Hall_LDH;Hall_LDH;Hall_LDH;mixed;S;IN
Hall_LDW;Hall_LDW;Hall_LDW;mixed;S;IN
Hall_LNV;Hall_LNV;Hall_LNV;mixed;S;IN
HA_LL_rD/LR_rP;Head_Airbag_rear_Driver;Kopfairbag_Fahrerseite_hinten;mixed;S;OUT
HA_LL_rP/LR_rD;Head_Airbag_rear_Passenger;Kopfairbag_Beifahrerseite_hinten;mixed;S;OUT
Hall_SHV;Hall_SHV;Hall_SHV;mixed;S;IN
Hall_SLV;Hall_SLV;Hall_SLV;mixed;S;IN
Hall_SNV;Hall_SNV;Hall_SNV;mixed;S;IN
Haltemagnet_minus;Magnet_-;Magnet_-;mixed;S;BI
Haltemagnet_plus;Magnet_+;Magnet_+;mixed;S;BI
HAVAS_SPK_OUTA-;HAVAS_SPK_OUTA-;HAVAS_SPK_OUTA-;mixed;S;BI
HAVAS_SPK_OUTA+;HAVAS_SPK_OUTA+;HAVAS_SPK_OUTA+;mixed;S;BI
Hazrd;Hazard;Warnblinklicht;mixed;S;CRX
HdcSw;HDC-switch_HillDescentControl;HDC-Taster_Bergabfahrassistent;mixed;S;IN
HDMI_IN;HDMI_Input;HDMI_Eingang;DC;S;BI
HD_Signal;HD_Signal;HD_Signal;DC;S;IN
Head;Head;Kopf;mixed;S;CRX
Headfon;Headphone;Anschluss Für Kopfhörer;mixed;S;CRX
Headfons;Headphones;Kopfhoerer;mixed;S;CRX
Headlamp_FL+;Headlamp_front_left+;Scheinwerfer_vorne_links+;mixed;V;BI
HeadLamp_FR_KL30;HeadLampfront_right_clamp30;Scheinwerfer_vorne_rechts_Klemme30;mixed;V;BI
HeadLig;Headlight;Leuchtweitenregulierung;mixed;S;CRX
HeadLigRFogLig;Headlight Rear Fog Light;Headlight Rear Fog Light;mixed;S;CRX
Headligs;Headlights;Headlights;mixed;S;CRX
HeadLigWshrSyst;Headlight Washer System SRA;Headlight Washer System SRA;mixed;S;CRX
Headrst;Headrest;Motor Kopfstuetzen Verstellung Fs;mixed;S;CRX
Heatbl;Heatable;Scheibenwaschduesen Beheizbar, Vorn;mixed;S;CRX
Heatd;Heated;Beheizte Waschduese;mixed;S;CRX
HeatdRWndBu;Heated Rear Window Button;Heizscheibe Taster hinten;mixed;S;CRX
HeatdWndscrnButn;Heated Windscreen Button;Heizscheibe Taster vorn;mixed;S;CRX
HeatedWindow;heated window;beheizbre Scheibe;mixed;S;IN
Heater+;Power_supply_camera_heating_element;Power_supply_camera_heating_element;mixed;S;BI
Heater-;Ground_camera_heating_element;Ground_camera_heating_element;mixed;S;BI
Heatng;Heating;Heizelement;mixed;S;CRX
HeatngLe;Heating Rest;Heizelement Lehne;DC;S;IN
HeatngLe-;Heating Backrest -;Heizelement Lehne -;mixed;S;BI
HeatngLe+;Heating Backrest +;Heizelement Lehne +;mixed;S;BI
heatngLe;Heating Rest;Heizelement Lehne;mixed;M;IN
Heatng_Le_Kopf;Heating_Backrest_Head;Heizelement_Lehne_Kopf;DC;V;IN
HeatngLeWa;Heating_Backrest_Bolster;Heizelement_Lehne_Wangen;DC;V;IN
HeatngSdh;Heating_Element_Shield;Sitzheizung_Element_Schirmung;DC;M;IN
HeatngSFV;Heating_Ottomane;Heizelement_Ottomane;DC;V;IN
HeatngShd;Heating_Element_Shield;Sitzheizung_Element_Schirmung;DC;S;IN
HeatngSTV;Heating_STV;Heizelement_STV;DC;V;IN
HeatngWa;Heating Bolster;Heizelement Wange;DC;S;IN
Heatr;Heater;Heizung;mixed;S;CRX
HeatrSupp;Heater Support;Unterstuetzung Heizung;mixed;S;CRX
HeatSeat_FL+;Heat_seat_front_left+;Sitzheizung_vorne_links+;mixed;S;BI
HeatSeat_FL-;Heat_seat_front_left-;Sitzheizung_vorne_links-;mixed;M;BI
HeatSeat_FL_NTC-;Heat_seat_front_left_NTC-;Sitzheizung_vorne_links_NTC-;mixed;M;BI
HeatSeat_FL_NTC+;Heat_seat_front_left_NTC+;Sitzheizung_vorne_links_NTC+;mixed;S;BI
HeatSeat_FR-;Sitzheizung_vorne_rechts+;Sitzheizung_vorne_rechts-;mixed;S;BI
HeatSeat_FR+;Heat_seat_front_right+;Sitzheizung_vorne_rechts+;mixed;S;BI
HeatSeat_FR_NTC-;Heat_seat_front_right_NTC-;Sitzheizung_vorne_rechts_NTC-;mixed;M;BI
HeatSeat_FR_NTC+;Heat_seat_front_right_NTC+;Sitzheizung_vorne_rechts_NTC+;mixed;S;BI
Heel;Heel;Versenblech Links;mixed;S;CRX
Heigt;Height;Masse Hoehensensor;mixed;S;CRX
Heizfeld-Pol;Ground for heating of rear window;Masse fuer Heizung Heckscheibe;DC;V;IN
Heizfeld+Pol;Battery positive for heating of rear window;Btterie positive Heizung fuer Hecksheibe;DC;V;OUT
Heizung-;Heizung-;Heating-;mixed;S;BI
Heizung+;Heizung+;Heating+;mixed;S;BI
Heizung_NACS-;Heating_NACS-;Heizung_NACS-;mixed;S;BI
Heizung_NACS;Heizung_NACS;Heizung_NACS;mixed;S;BI
Heizung_NACS+;Heating_NACS+;Heizung_NACS+;mixed;S;BI
HF;High Frequency;Hochfrequenz;mixed;S;CRX
HF5GHz_DA;HF_Roof_antenna;HF_Dachantenne;mixed;D;BI
HF5Ghz_DA_shield;HF5Ghz_RA_Shield;HF5Ghz_DA_Schirm;mixed;D;BI
HF5GHz_Mirrow;HF5HGz_Mirrow_Antenna;HF5GHz_Spiegel_Ant;mixed;D;BI
HF5GHz_Shield;Shield_Mirrow_Ant;Schirm_Spiegel_Ant;mixed;D;BI
HFM;Mass Air Flow;HFM;mixed;S;CRX
HF_RemoteCtrl;hf remote control;HF Fernbedienung;A3Ghz;S;BI
Hi;High;Fernlicht Links;mixed;S;CRX
HiBm;High Beam;Fernlicht;mixed;S;CRX
High;activation relais high;Schuetzansteuerung Plus;mixed;S;IN
HighRes;High Resistance;Hochohmig;mixed;S;CRX
High_Schuetz;activation plus relay;Ansteuerungsplus Schütz;mixed;S;OUT
Highsid;Highside;Potential hohe Seite;mixed;S;CRX
Hil;Hill;Taster Für Bergabfahrassistent;mixed;S;CRX
Hitch;Hitch;Kupplung Kugel;mixed;S;CRX
HK_HR;HK_HR;HK_HR;mixed;S;BI
HK_VR;HK_VR;HK_VR;mixed;S;BI
Hndl;Handle;Grifftaster;mixed;S;CRX
HndsFre;Handsfree;Freisprechen;mixed;S;CRX
Hng;Hang;Telefon Auflegen;mixed;S;CRX
Hngd;Hinged;Motor Für Schwenkbaren Kugelkopf;mixed;S;CRX
hoch_LS_ab_RS;up_LS_down_RS;hoch_LS_ab_RS;mixed;S;BI
Hold;Hold;Hold;mixed;S;CRX
Holdr;Holder;Halter;mixed;S;CRX
Hom;Home;Zuhause;mixed;S;CRX
Homlnk;Homelink;Homelink;mixed;S;CRX
Hood;Hood;Motor Verdeckkastendeckel;mixed;S;CRX
Hook;Hook;Haken;mixed;S;CRX
Horizntl;Horizontal;Horizontal;mixed;S;CRX
Horn;Horn;Horn;mixed;S;CRX
HornButn;Horn Button;Horn Taster;mixed;S;CRX
HornRelActua;Horn Relais Actuation;Horn Relais Aktuator;mixed;S;CRX
HORN_REL_M;HORN_REL_M;HORN_REL_M;mixed;S;BI
Horns;Horns;Hoerner;mixed;S;CRX
Hos;Hose;Schlauchheizung 1;mixed;S;CRX
Hot;Hot;Heissfilm Luftmassen Messer 1;mixed;S;CRX
Hr;Hour;Betriebsstundenzähler Für E Mobil;mixed;S;CRX
Hrd;Hard;Hardtop;mixed;S;CRX
Hrdtp;Hardtop;Schalter Für Hardtoperkennung;mixed;S;CRX
Hrmn;Harman;Klangpaket Harman;mixed;S;CRX
Hrs;Hours;Stunde;mixed;S;CRX
HSB+;HSB+;HSB+;DC;S;BI
HSB1;Input_from_HSB1;Versorgung_von_HSB1;DC;V;IN
HSB1-Pyro;Input_from_HSB1_Pyro;Versorgung_von_HSB1_Pyro;DC;V;IN
HSD_Brake_BOX_Act_EPB_R;HSD_Brake_BOX_Act_EPB_R;HSD_Brake_BOX_Act_EPB_R;mixed;S;CRX
HsdConHvn;HV- contactor control;HV- Schuetz Ansteuerung;mixed;S;OUT
HsdConHvn_PWR;activation HV minus relay;Ansteuerung HV Minus Schütz;mixed;S;IN
HsdConHvp;HV+ contactor control;HV+ Schuetz Ansteuerung;mixed;S;OUT
HsdConHvp_PWR;activiation HV plus relay;Ansteuerung HV Plus Schütz;mixed;S;IN
HsdConHvv;Activation pre charge relais plus;Ansteuerung Vorladeschütz Plus;mixed;V;BI
HsdConTnn;TN- contactor control;TN- Schuetz Ansteuerung;mixed;S;OUT
HsdConTnn_PWR;activation DC minus relay;Ansteuerung DC Minus Schütz;mixed;S;IN
HsdConTnp;TN+ contactor control;TN+ Schuetz Ansteuerung;mixed;S;OUT
HsdConTnp_PWR;activiation DC plus relay;Ansteuerung DC Plus Schütz;mixed;S;IN
HSD_DL_1;HSD_Datalogger_1;HSD_Datenlogger_1;mixed;D;BI
HSD_Power_Steering;HSD_Power_Steering;HSD_Power_Steering;mixed;S;BI
HSD_Radiator_FAN;HSD_Radiator_FAN;HSD_Radiator_FAN;mixed;S;BI
HSD_Spare;HSD_Spare;HSD_Spare;mixed;S;CRX
HsdT30Sw;switched T30 supply for battery CMC;geschaltete KL30 Versorgung für Batterie CMC;DC;V;OUT
HS_HZG_REL;HS_HZG_REL;HS_HZG_REL;mixed;S;BI
Hsng;Housing;Gehaeuse;mixed;S;CRX
HSS1;HSS1;HSS1;mixed;S;OUT
HSS1_Emblem;Front Logo Lamp;Emblem Lamp;mixed;S;BI
HSS2;HSS2;HSS2;mixed;S;OUT
HSS2_KSG;KSG Lamp;KSG Lamp;mixed;S;BI
HSS3;HSS3;HSS3;mixed;S;OUT
HSS3_Kotflugel;Fender Lamp;Fender Lamp;mixed;S;BI
HSS3_Logo;provide a voltage for logo;Leimo HSS for logo;DC;V;OUT
HSS4;HSS4;HSS4;mixed;S;OUT
HSS_Emblem;Leimo_HSS4;Leimo_HSS4;mixed;S;OUT
HSS_Fender;HSS_Fender;HSS_Fender;mixed;S;BI
HSS_HVAC_Blower;HSS_HVAC_Blower;HSS_HVAC_Blower;mixed;S;CRX
HSS_HVAC_Servomotor;HSS_HVAC_Servomotor;HSS_HVAC_Servomotor;mixed;S;CRX
HSS_KSG;HSS_KSG;HSS2;mixed;S;BI
HSS-KSG_L;HSS-KSG_Left;HSS-KSG_Links;mixed;S;BI
HSS_KSG_lower;HSS_KSG_lower;HSS_KSG_lower;mixed;S;BI
HSS-KSG_R;HSS-KSG_Right;HSS-KSG_Rechts;mixed;S;BI
HSS_KSG_upper;HSS for upper KSG;HSS2;DC;V;OUT
HSS_L;HSS for left upper KSG;HSS2;DC;V;IN
HSS_L_lower;HSS for left lower KSG;HSS4;DC;V;IN
HSS_Logo;HSS for Front Logo;HSS3;DC;V;OUT
HSS_LOGO;HSS_LOGO;HSS_LOGO;mixed;S;CRX
HSS-LOGO_L;HSS-LOGO_Left;HSS-LOGO_Links;mixed;S;BI
HSS-LOGO_R;HSS-LOGO_Right;HSS-LOGO_Rechts;mixed;S;BI
HSS_L_upper;HSS for left upper KSG;HSS2;DC;V;IN
HSS_R;HSS for right upper KSG;HSS2;DC;V;IN
HSS_R_lower;HSS for right lower KSG;HSS4;DC;V;IN
HSS_R_upper;HSS for right upper KSG;HSS2;DC;V;IN
HT+;Tweeter +;Hochton +;mixed;S;CRX
HT-;Tweeter -;Hochton -;mixed;S;CRX
Hub;Hub;Hub;mixed;S;CRX
Humdty;Humidity;Sensor Luftfeuchtigkeit;mixed;S;CRX
HumRainLigRecSen+;Humidity_rain_light_recognition_sensor+;Sensor_fuer_Luftfeuchte,Rege,Lichterkennung+;mixed;V;BI
HV+;High voltage direct current +;Hochvolt Gleichspannung +;HV;H;OUT
HV-;High voltage direct current;Hochvolt Gleichspannung -;HV;H;OUT
HV;High Voltage;Hochspannung;mixed;S;CRX
HV_+;HV_+;HV_+;mixed;S;BI
HV_-;HV_-;HV_-;mixed;S;BI
HV_1;Contactor_high_voltage_terminal_1;Schuetz_HV_Schaltkontakt_1;HV;S;BI
HV1;Eingangsspannung_Wechselrichter;input_voltage_from_inverter;AC;H;BI
HV2;Eingangsspannung_vom_Wechselrichter;Input_voltage_from_inverter;AC;H;BI
HV_2;Contactor_high_voltage_terminal_2;Schuetz_HV_Schaltkontakt_2;HV;S;BI
HV_AC_L1;HV_AC_L1;AC-Laden_L1;mixed;S;BI
HV_AC_L2;HV_AC_L2;AC-Laden_L2;mixed;S;BI
HV_AC_L3;HV_AC_L3;AC-Laden_L3;mixed;S;BI
HV_AC_N;HV_AC_N;AC-Laden_N;mixed;S;BI
HV+_AUX;HighVoltage+_Auxiliary;Hochvolt+ Nebenaggregate;HV;H;BI
HV-_AUX;HighVoltage-_Auxiliary;Hochvolt- Nebenaggregate;HV;H;BI
HVBAT;Battery disconnect (HV);Batterieabtrennung (HV);mixed;S;IN
HV_BAT;High_voltage_battery;Hochvolt-Batterie;HV;H;BI
HVBAT1-/DA2-;Battery_disconnect__HV_;Batterieabtrennung__HV_;mixed;S;IN
HVBAT1+/DA2+;Battery_disconnect__HV_-_stage2_driver;Batterieabtrennung__HV_-_Stufe2_Fahrer;mixed;S;OUT
HVBATDiscnct;HV Battery Disconnect;HV Abtrennung;mixed;S;CRX
HV-Batt_HV+;HV-Batterie +;HV-Batterie +;HV;H;BI
HV-Batt_HV-;HV-Batterie -;HV-Batterie -;HV;H;BI
HV-Batt_HV-Schirm;Screen for HV-Batterie -;Schirm für HV-Batterie -;mixed;M;BI
HV-Batt_HV+Schirm;Screen für HV-Batterie +;Schirm für HV-Batterie +;mixed;M;BI
HV_BC_Temp_A_AC-;High_voltage_battery_charg_A_AC-;Hochvoltbatterieladung_A_AC-;mixed;S;BI
HV_BC_Temp_A_AC+;High_voltage_battery_charg_A_AC+;Hochvoltbatterieladung_A_AC+;mixed;S;BI
HV_BC_Temp_A_DC+;High_voltage_battery_charg_A_DC+;Hochvoltbatterieladung_A_DC+;mixed;V;BI
HV_BC_Temp_A_DC-;High_voltage_battery_charg_A_DC-;Hochvoltbatterieladung_A_DC-;mixed;M;BI
HVB_CTS1_IN+;High_voltage_battery_Coolant_Tem1_IN+;K_hlmitteltempgeber_1_f_r_HV_Batt__Eingang+;mixed;S;BI
HVB_CTS2_OUT-;High_voltage_battery_Coolant_Tem2_OUT-;K_hlmitteltempgeber_2_f_r_HV_Batt__Ausgang-;mixed;M;BI
HVB_CTS2_OUT+;High_voltage_battery_Coolant_Tem2_OUT+;K_hlmitteltempgeber_2_f_r_HV_Batt__Ausgang+;mixed;S;BI
HVB_CTS_IN-;High_voltage_battery_Coolant_Tem1_IN-;Kuehlmitteltempgeber_1_fuer_HV_Batterie_Eingang-;mixed;S;BI
HV_DC-Charge+;HV_DC-Charge+;Hochvolt DC-Laden+;HV;H;BI
HV_DC-Charge-;HV_DC-Charge-;Hochvolt DC-Laden-;HV;S;BI
HV+_DC_Laden;HV+_DC_Laden;HV+_DC_Laden;DC;V;CRX
HVDCOut+;DC+ output to refrigerant compressor;DC+ Ausgang zum Klimakompressor;HV;S;OUT
HVDCOut-;DC- output to refrigerant compressor;DC- Ausgang zum Klimakompressor;HV;S;OUT
HV_EKK_+;HighVoltage_EKK_Plus;Hochvolt_EKK_Plus;HV;H;BI
HV_EKK_-;HighVoltage_EKK_Minus;Hochvolt_EKK_Minus;HV;H;BI
HVEP_SquibHigh_PWR;Squib_high_side_power_supply;Pyrofuse_positive_Versorgungsspannung;DC;S;OUT
HVEP_SquibLow_PWR;Squib_driver_low_side;Pyrofusetreiber_Minus;DC;S;OUT
HV_GND_SP;HV_GND welding contact;Schweißpunkt HV_GND;mixed;S;IN
HV_H_PTC+;High_voltage_heater_PTC+;Hochvoltheizung_PTC+;mixed;V;BI
HVIL_IN;HVIL;HVIL;mixed;S;BI
HVIL_OUT;HVIL;HVIL;mixed;S;BI
HVInterlockIn;HV Interlock In;HV Interlock In;DC;S;IN
HVInterlockOut;HV Interlock Out;HV Interlcok Out;DC;S;OUT
HV-_IPB;HV-_IPB;HV-_IPB;HV;S;BI
HV_IPB-;HighVoltage_integrated_power_box-;Hochvolt_integrierte_Powerbox-;HV;H;BI
HV+_IPB;HV+_IPB;HV+_IPB;HV;S;CRX
HV_IPB+;HighVoltage_integrated_power_box+;Hochvolt_integrierte_Powerbox+;HV;H;BI
HV_Kondensator+;High voltag contact capacitor plus;HV Kondensator Plus;HV;H;IN
HV_Kondensator-;High voltag contact capacitor minus;HV Kondensator Minus;HV;H;OUT
HV_Minus;High_Voltage_Minus;Hochvolt Minus;DC;H;BI
HV_M_Schuetz_Plus;Plus out contact relais;Schaltkontakt Schütz Plus;HV;H;OUT
HV-Nebenverbraucher_-;HV-Nebenverbraucher_-;HV-Nebenverbraucher_-;mixed;S;BI
HV-Nebenverbraucher_+;HV-Nebenverbraucher_+;HV-Nebenverbraucher_+;mixed;S;BI
HvNGnd;Measurement HV minus path (HvN);Messung HV Minus Pfad (HvN);HV;S;IN
HVN_GND;Messurment HighVoltage Minus;Messung HochVolt Minus Pfad;mixed;S;OUT
HVP;Messurement High Voltage Plus;Messung Hochvolt Plus Pfad;mixed;S;OUT
HV_Plus;High_Voltage_Plus;Hochvolt_Plus;DC;S;BI
HV_P_Schuetz_Minus;Minus out contact relais;Schaltkontakt Schütz Minus;HV;S;OUT
HV_P_Schuetz_Plus;Plus output contact relais plus;Schaltkontakt Schuetz Plus;HV;H;IN
HVP_SP;HVP welding contact;Schweißpunkt HVP;mixed;S;IN
HV+_PWR_hinten;HV+_PWR_hinten;HV+_PWR_hinten;HV;S;BI
HV-_PWR_hinten;HV-_PWR_hinten;HV-_PWR_hinten;HV;S;BI
HV-_PWR_vorne;HV-_PWR_vorne;HV-_PWR_vorne;HV;S;BI
HV+_PWR_vorne;HV+_PWR_vorne;HV+_PWR_vorne;HV;S;BI
HV_+_SCHIRM;HV-Schirm_+;HV-Schirm_+;mixed;S;BI
HV_-_SCHIRM;HV-Schirm_-;HV-Schirm_-;mixed;S;BI
HV_-_SCHIRM_IN;HV_-_SCHIRM_IN;HV_-_SCHIRM_IN;mixed;S;CRX
HV_+_SCHIRM_IN;HV_+_SCHIRM_IN;HV_+_SCHIRM_IN;DC;S;BI
HV_+_SCHIRM_OUT;HV_+_SCHIRM_OUT;HV_+_SCHIRM_OUT;mixed;S;CRX
HV_-_SCHIRM_OUT;HV_-_SCHIRM_OUT;HV_-_SCHIRM_OUT;DC;S;CRX
HV_Stack+;HV_Battery_System_Stack+;HV_Batteriesystem_Stack+;HV;H;BI
HV_Stack-;HV_Battery_System_Stack-;HV_Batteriesystem_Stack-;HV;H;BI
HV_TN;High_voltage_system;Hochvolt-Traktionsnetz;HV;H;BI
HV_TN_DC;High_voltage_system-DC_charging;Hochvolt-Traktionsnetz_DC-Laden;HV;H;BI
HV_Traktion-;HV Traction -;HV Traktion -;HV;H;CRX
HV_Traktion+;HV Traction +;HV Traktion +;HV;H;CRX
HV_Traktion-_HA;HV_Traction_-;HV_Traktion_-;HV;H;OUT
HV_Traktion+_HA;HV_Traction_+;HV_Traktion_+;HV;H;OUT
HV_Traktion-_VA;HV_Traction_-;HV_Traktion_-;HV;H;OUT
HV_Traktion+_VA;HV_Traction_+;HV_Traktion_+;HV;H;OUT
HV_U_PHASE;HV_U_Phase;HV_U_Phase;mixed;S;BI
HV_V2L_L;VehicleToLoad;VehicleToLoad_L;mixed;S;BI
HV_V2L_N;VehicleToLoad;VehicleToLoad_N;mixed;S;BI
HVV_A+;Relais out contact plus (1);Schaltkontakt Schuetz Plus (1);HV;H;IN
HVV_B-;ou contact relais minus (2);Schaltkontakt Schuetz Minus (2);HV;H;OUT
HV_V_PHASE;HV_V_Phase;HV_V_Phase;mixed;S;BI
HV_W_PHASE;HV_W_Phase;HV_W_Phase;mixed;S;BI
HWEI_SIG;HWEI_SIG;HWEI_SIG;mixed;S;BI
HW-Kennung;Interface;Recognition;DC;S;BI
Hybrd;Hybrid;Hybrid;mixed;S;CRX
Hydrlc;Hydraulic;Hydraulikpumpe;mixed;S;CRX
Hydrlcs;Hydraulics;Hydraulik;mixed;S;CRX
HZG_2+;heating supply 2+;Versorgung Heizung 2+;DC;V;IN
I;Current;Strom;mixed;S;CRX
IA;Interaktionsairbag front Center;Interaktionsairbag vorne Mitte;mixed;S;OUT
IAfC-;Interaktionsairbag_front_Center-;Interaktionsairbag_vorne_Mitte-;mixed;S;BI
IAfC+;Interaktionsairbag_front_Center+;Interaktionsairbag_vorne_Mitte+;mixed;S;BI
I_ANA_1;5V Analog Input;5V Analog Input;mixed;S;BI
I_ANA_2;5V Analog Input;5V Analog Input;mixed;S;BI
IBRS1_Supply1;IBRS1_Supply_1;IBRS1_Versorgung_1;mixed;V;BI
IBRS_Supply2;IBRS1_Supply_2;IBRS1_Versorgung_2;mixed;V;BI
Icing;Icing;Vereisungschutzschalter;mixed;S;CRX
Ident;Identification;Indentifikation;mixed;S;CRX
Identcl;Identical;Gleichteil;mixed;S;CRX
Idle;Idle;Leer;mixed;S;CRX
Idlng;Idling;2 Wege Ventil Für Leerlaufdrehzahlanhebung;mixed;S;CRX
IFCC_Kl30;Interior_front_camera_center_clamp30;Multifunktionsinnenraumkamera_Klemme30;mixed;V;BI
IGM;Switch_contact__IGN_;Switch_contact__IGN_;mixed;S;BI
Ignitr;Igniter;Zuender;mixed;S;CRX
Igntn;Ignition;Zuend Anlass Schalter;mixed;S;CRX
IGON_CDCU;IGON_CDCU;IGON_CDCU;mixed;S;BI
I_HALL_3;switchSVGstoredleft;SchalterSVGabgelegtlinks;mixed;S;IN
I_HALL_4;Iswitch/opt.SVGraised;ISchalter/opt.SVGAngehob;mixed;S;IN
I_HALL_5;Iswitch/SVGfiled_right;ISchalter/SVGabgel_re;mixed;S;IN
I_HALL_6;IswitchSINKRDIRRoofle;SchalterINKRDIRVerdLinks;mixed;S;IN
I_HALL_8;I_switch/reserve;I_Schalter/reserve;mixed;S;BI
I_HALL_9;I_switch/reserve;I_Schalter/reserve;mixed;S;BI
I_KL_30_Logik;Battery supply logic +;Batterie Versorgung Logik +;mixed;S;BI
I_KL_31_HP_1;Batterie supply -;Batterie Versorgung -;mixed;S;BI
Ila;Innenbeleuchtung;interior lighting;mixed;S;IN
IlluConHead+;Illumination_Control_Head_LIAM+;Bedienungseinheit_fuer_Beleuchtuing_LIAM+;mixed;V;BI
Illumnt;Illumination;Lampe Für Beleuchtung des Beleuchtungsreglers;mixed;S;CRX
Illumntd;Illuminated;Beleuchteter Symbolring;mixed;S;CRX
Illumntng;Illuminating;Bleuchtung;mixed;S;CRX
Imags;Images;Bilder;mixed;S;CRX
Imedt;Immediate;Taster 2 Für Sofortladen;mixed;S;CRX
Img;Image;Bildausgabe Ein;mixed;S;CRX
Immoblsr;Immobiliser;Wegfahrsperre;mixed;S;CRX
Impct;Impact;Prallwand Mv3;mixed;S;CRX
Impednc;Impedance;Impedanz Wandler;mixed;S;CRX
Impermisbl;Impermissible;Unzulaessiger Gang (N, R);mixed;S;CRX
Impuls;Impulse;Impulsgeber Für Taxi;mixed;S;CRX
In;In;In Fahrtrichtung;mixed;S;CRX
Inactv;Inactive;inaktiv;mixed;S;CRX
Inclusv;Inclusive;eingeschlossen;mixed;S;CRX
Incorct;Incorrect;Verpolt;mixed;S;CRX
Incrmntl;Incremental;Incrementalgeber;mixed;S;CRX
Incrsd;Increased;erhoeht;mixed;S;CRX
Incrse;Increase;Aufregeln;mixed;S;CRX
Indctn;Induction;Indukt. Impulsgeber;mixed;S;CRX
Indictr;Indicator;Kontrol Leuchte;mixed;S;CRX
Indictr_le;Indicator_left;Kontroll_Leuchte_links;mixed;S;IN
Indictr_re;Indicator_right;Kontroll_Leuchte_rechts;mixed;S;IN
Indivual;Individual;Einzelleitung;mixed;S;CRX
Indrct;Indirect;Stellmotor der Indirekten Belüftungsklappe;mixed;S;CRX
Induct;Inductor;Drossel;mixed;S;CRX
Inflt;Inflate;Luftkissen Aufblasen;mixed;S;CRX
Infltng;Inflating;Ntext;mixed;S;CRX
Info;Information;Information;mixed;S;CRX
Info_Schnittstelle;Info_Schnittstelle;Info_Schnittstelle;mixed;S;BI
InfoSPagCMOptgUnit;InfoSYS PO Com. Mgmt Operat. Unit;Info SYS PO Kommunikation;mixed;S;CRX
InfoSyst;Infosystem;Bedieneinheit Infosystem PCM;mixed;S;CRX
Infotmnt;Infotaintment;Infotaintment;mixed;S;CRX
Infrmr;Informer;Hinweisgeber;mixed;S;CRX
Infrrd;Infrared;Infrarot;mixed;S;CRX
Inft;Infotainment;Infotainment;mixed;S;CRX
InGrrageDorOpnr;Input Garrage Door Opener;Garagetuer Oeffner;mixed;S;CRX
Inhbt;Inhibit;sperren;mixed;S;CRX
Inhbtr;Inhibitor;Sperre;mixed;S;CRX
Initil;Initial;Vorraste Heckklappe;mixed;S;CRX
Injctrs;Injectors;Einspritzventile Für Zylinder 1 und 4;mixed;S;CRX
Injectn;Injection;Einspritzdauer;mixed;S;CRX
Injector+;Injector+;Einspritzventil+;mixed;S;BI
Injector-;Injector-;Einspritzventil-;mixed;S;BI
Injectr;Injector;Injektor V8T;mixed;S;CRX
In_Light_Grill;Input_of_Light_Grill;Eingang_Light_Grill;mixed;S;BI
In_Light_Grill_Drv;INPUT_LIGHT_GRILL_DRIVER_IN_THE_HEADLAMP;EINGANG_LIGHT_GRILL_TREIBER_IM_SCHEINWERFER;DC;S;IN
In_Light_Grill_L;Input_of_Light_Grill_Left;Eingang_Light_Grill_Links;mixed;S;BI
In_Light_Grill_R;Input_of_Light_Grill_Right;Eingang_Light_Grill_Rechts;DC;V;IN
Inlt;Inlet;Einlass_Zulauf;mixed;S;CRX
Innenlicht;Interior_light;Innenlicht;mixed;S;IN
Innr;Inner;Beleuchtung Tuerinnengriff;mixed;S;CRX
Inp;Input;Eingang;mixed;S;CRX
Inps;Inputs;Eingaenge;mixed;S;CRX
Inqry;Inquiry;Abfrage;mixed;S;CRX
InRsrv;Input Reserve;Reserve Eingang;mixed;S;CRX
Inscrpt;Inscription;Beschriftung;mixed;S;CRX
Insid;Inside;Fuehler Innentemperatur;mixed;S;CRX
Insrt;Insert;Einsatz fuer Bleifreie Betankung Carb Diagnose ;mixed;S;CRX
Installd;Installed;Verbaut In Sitzlehne Links;mixed;S;CRX
Instnt;Instant;Sofortheiztaste;mixed;S;CRX
Instrmnt;Instrument;Instrumenten Beleuchtung;mixed;S;CRX
Instrmnts;Instruments;Instrumente;mixed;S;CRX
Insul;Insulated;Isoliert;mixed;S;CRX
Intelgnt;Intelligent;Intelligenter Batteriesensor;mixed;S;CRX
Interlock_IN;Parksperre;Interlock;mixed;S;BI
Interlock_OUT;Parksperre;Interlock;mixed;S;BI
Internl;Internal;Innenschaltung Wie Serie;mixed;S;CRX
Interrpt;Interupt;Interupt;mixed;S;CRX
Intk;Intake;ansaugen;mixed;S;CRX
IntkAir;Intake Air;Ansaugluft;mixed;S;CRX
IntkTemp;Intake Temperature;Ansaugluft Temp;mixed;S;CRX
IntLck;Interlock;Interlock;mixed;S;CRX
