#CL_Utilization###
nCL;TempSenUppBody_LF-;Temperature_sensor_Upper_Body_left_front-;Temperaturfuehler_Mannanstroemer_vorne_links-;nVal;No Value;Keine Angabe;12;mixed;M;BI;Temperature_sensor_Upper_Body_left_front_-*Temperaturfuehler_Mannanstroemer_vorne_links_-
nCL;USB_Con1_KL30;USB_connection1_clamp30;USB-Anschluss1_Klemme30;nVal;No Value;Keine Angabe;12;mixed;V;BI;USB_connection1_clamp30*USB-Anschluss1_Klemme30
nCL;PasDoorConMod_KL30;Passanger_door_control_unit_clamp30;Tuersteuergeraet_Fahrerseite_Klemme30;nVal;No Value;Keine Angabe;12;mixed;V;BI;Passanger_door_control_unit_clamp30*Tuersteuergeraet_Fahrerseite_Klemme30
nCL;DM_FreAirRecBaPre_Kl30;DoorMotor_FreshAir/Recir/Back_clamp30;Stellmotor_fuer_Frischluft-Umluft_Staudruck_Kl30;nVal;No Value;Keine Angabe;12;mixed;V;BI;DoorMotor_FreshAir/Recir/Back_clamp30*Stellmotor_fuer_Frischluft-Umluft_Staudruck_Kl30
nCL;BFL_fD+;Belt_Force_Limiter_front_Driver+;Gurtkraftbegrenzung_vorn_Fahrerseite+;nVal;No Value;Keine Angabe;12;mixed;S;BI;BFL_fD+*BFL_fD+
nCL;ECS-;Early_Crash_Sensor-;Crashsensor_Frueherkennung-;nVal;No Value;Keine Angabe;12;mixed;S;BI;Early_Crash_Sensor-*Crashsensor_Frueherkennung-
nCL;31_POS_GND_Signal;31_Pos_GND_Signal;31_Pos_GND_Signal;nVal;No Value;Keine Angabe;12;mixed;S;CRX;31_Pos_GND_Signal*31_Pos_GND_Signal
nCL;CAN_SRR_L;CAN_SRR_Low;CAN_SRR_Minus;nVal;No Value;Keine Angabe;12;CAN;D;BI;CAN_SRR_Low*CAN_SRR_Minus
nCL;ETH_CDCU_1GB+;Ethernet_Central_Domane_Control_Unit_Gigabit+;Ethernet_Zentrales_Steuergeraet_Gigabit+;nVal;No Value;Keine Angabe;12;ETH0G1B;D;BI;Ethernet_Center_Domane_Contraol_Unit_Gigabit+*Ethernet_Zentrales_Steuergeraet_Gigabit+
nCL;LVDS_REAR_R_CAM;LVDS_rear_right_camera;LVDS_Kamera_hinten_rechts;nVal;No Value;Keine Angabe;12;LVDS1G;D;BI;LVDS_rear_right_camera*LVDS_Kamera_hinten_rechts
nCL;LVDS_FRONT_L_CAM;LVDS_front_left_camera;LVDS_Kamera_vorne_links;nVal;No Value;Keine Angabe;12;LVDS1G;D;BI;LVDS_front_left_camera*LVDS_Kamera_vorne_links
nCL;LVDS_FRONT_N_CAM_Sh;LVDS_front_N_camera_shield;LVDS_Kamera_N_vorne_Schirm;nVal;No Value;Keine Angabe;12;mixed;D;BI;LVDS_front_N_camera_shield*LVDS_Kamera_N_vorne_Schirm
nCL;LVDS_FRONT_W_CAM_Sh;LVDS_front_W_camera_shield;LVDS_W_Kamera_vorne_Schirm;nVal;No Value;Keine Angabe;12;mixed;D;BI;LVDS_front_W_camera_shield*LVDS_W_Kamera_vorne_Schirm
nCL;MeasureIn;Measurement Input;Messeingang;2;2nd State or 2nd Selection;Zweite Auswahl oder Stufe;12;mixed;S;IN;Messeingang
nCL;TEMP_1;TemperatureSensor_1;TemperaturSensor_1;5;5st stage 4st selection;5. Auswahl oder Stufe;12;DC;S;IN;TemperaturSensor_1
nCL;PTP_CM1TPL_RX_TX_COM_N;tbd;tbd;nVal;No Value;Keine Angabe;12;mixed;S;BI;PTP_CM1TPL_RX_TX_COM_N
nCL;PTP_CM2TplRxTx_COM_P;TPL_OUT_communication_positive;TPL_OUT_Kommunikation_Positiv;nVal;No Value;Keine Angabe;12;mixed;S;BI;TPL_OUT_Kommunikation_Positiv
nCL;Front_Wide_Cam_Heater+;Power_supply_front_wide_camera_heating;Versorgung_Frontkameraheizung;nVal;No Value;Keine Angabe;12;mixed;V;BI;Versorgung_Frontkameraheizung
nCL;LIN_BDM_DCAC_GEN;LIN BDM DCAC Generator;LIN Batterie DatenModul Wechselrichter Gen;nVal;No Value;Keine Angabe;12;LIN;D;BI;LIN Batterie DatenModul Wechselrichter Gen
nCL;ETH10-_LED;Ethernet10- LED left;Ethernet10- LED Links;nVal;No Value;Keine Angabe;12;ETH0G1B;D;BI;Ethernet10- LED Links
nCL;ETH9+_LED;Ethernet9+ LED;Ethernet9+ LED;nVal;No Value;Keine Angabe;12;ETH0G1B;D;BI;Ethernet9+ LED
nCL;ETH10+_LED;Ethernet10+ LED left;Ethernet10+ LED Links;nVal;No Value;Keine Angabe;12;ETH0G1B;D;BI;Ethernet10+ LED Links
nCL;CAN_FD4lR_L;CAN_FD lowRes  Low 4;CAN_FD1 lTerminierung Minus 4;nVal;No Value;Keine Angabe;12;CAN_FDlR;D;BI;CAN_FD4 Terminierung Low
nCL;ETH1+_Charger;ETH1+ charger ;ETH1+ Ladegreaet;nVal;No Value;Keine Angabe;12;ETH0G1B;D;BI;ETH1+ Ladegreaet
nCL;ETH5-_MultiFctCam;ETH5-_MultiFunctionCamera;ETH5-_Multifunktionskamera;nVal;No Value;Keine Angabe;12;ETH0G1B;D;BI;ETH5-_Multifunktionskamera
nCL;ETH7-_TopRearView;ETH7- Top/RearView;ETH7- Top/RearView;nVal;No Value;Keine Angabe;12;ETH0G1B;D;BI;ETH7- Top/RearView
nCL;ETH11S_ICAS3;ETH11S ICAS3;ETH11Schirm ICAS3;nVal;No Value;Keine Angabe;12;ETH1GB;D;BI;ETH11Schirm ICAS3
nCL;49W_EN;Wisherblinker Enable;Wischerblinker Enable;nVal;No Value;Keine Angabe;12;LIN;S;CRX;49W Wischerblinker Enable
nCL;CodPin1;coding pin 1;Kodierpin 1;nVal;No Value;Keine Angabe;12;DC;S;IN;Kodierpin 1
nCL;Inp;Input;Eingang;nVal;No Value;Keine Angabe;12;mixed;S;CRX;Eingang
nCL;LIN;Local Interconnect Network;LIN BUS;nVal;No Value;Keine Angabe;12;LIN;D;BI;LIN BUS
nCL;CAN_FAS_2_H;CAN driver assisten system  High 2;CAN Fahrerassistenzsystem Plus 2;nVal;No Value;Keine Angabe;12;CAN;D;BI;Fahrerassistenzsystem CAN high 2
nCL;PWM;Pulse Width Modulation;Ntext;nVal;No Value;Keine Angabe;12;mixed;S;CRX;Temp Function PWM
nCL;Speaker-;e-Call speaker-;e-Call Lautsprecher-;nVal;No Value;Keine Angabe;12;mixed;S;OUT;e-Call speaker-_e-Call Lautsprecher-
nCL;Gen_GND;Ground GeneratorHousing;Masse GeneratorGehäuse;nVal;No Value;Keine Angabe;12;mixed;M;OUT;Gen_GND_Ground_Gen_Housing_Masse_Gen_Geh
nCL;Fuse_Diag;Fuse Diag;Sicherung Diagnose;nVal;No Value;Keine Angabe;12;DC;S;BI;Sicherung Diagnose
nCL;DC_GND;Messurement DC Minus;Messung DC Minus Pfad;nVal;No Value;Keine Angabe;12;mixed;S;OUT;Messung DC Minus Pfad
nCL;Redncy;Redundancy;Redundanz;nVal;No Value;Keine Angabe;12;mixed;S;CRX;CL_Info ist deaktiviert
nCL;BB-;Broadband -;Breitband -;nVal;No Value;Keine Angabe;12;mixed;S;CRX;Breitband -
nCL;HsdConHvv;Activation pre charge relais plus;Ansteuerung Vorladeschütz Plus;nVal;No Value;Keine Angabe;12;mixed;V;BI;Ansteuerung Vorladeschuetz Plus
nCL;Plus;Relais out contact plus;Schaltkontakt Schuetz Plus;nVal;No Value;Keine Angabe;12;HV;S;BI;Schaltkontakt Schuetz Plus
nCL;Minus;ou contact relais minus;Schaltkontakt Schuetz Minus;nVal;No Value;Keine Angabe;12;HV;M;BI;Schaltkontakt Schuetz Minus
nCL;GSM_SIG;GSM Signal;GSM Signal;nVal;No Value;Keine Angabe;12;mixed;S;BI;GSM Signal
nCL;Vent_Pin_1;Igniter Pin 1;Anzünder Pin 1;nVal;No Value;Keine Angabe;12;mixed;S;IN;Vent_Pin1_Igniter Pin 1 Anzuender Pin1
nCL;HT-;Tweeter -;Hochton -;nVal;No Value;Keine Angabe;12;mixed;S;CRX;Tweeter - Hochton -
nCL;LED_R_High;Control LED Mirror Right PWM High;Ansteuerung LED Spiegel Rechts PWM High;nVal;No Value;Keine Angabe;12;mixed;S;BI;Ansteuerung LED Spiegel Rechts PWM High
nCL;ZAT;ignition and starter button signal;Zuendanlass Taster Signal;1;1st stage 1st selection;Erste Auswahl oder Stufe;12;DC;S;OUT;Zuendanlass Taster Signal
nCL;ZAT;ignition and starter button signal;Zuendanlass Taster Signal;3;3rd State or 3rd Selection;Dritte Auswahl oder Stufe;12;DC;S;OUT;Zuendanlass Taster Signal
nCL;CAN_FD1lR_L;CAN_FD lowRes  Low 1;CAN_FD1 lTerminierung Minus 1;nVal;No Value;Keine Angabe;12;CAN_FDlR;D;BI;CAN_FD1 lTerminierung Low
nCL;CAN_FD_A_L;CAN FD drive Low;CAN FD Antrieb Minus;nVal;No Value;Keine Angabe;12;CAN_FD;D;BI;Antriebs-CAN-FD Low
nCL;CAN_FD_EV_H;CAN_FD Electric Vehicle High;CAN_FD Electrik Fzg Plus;nVal;No Value;Keine Angabe;12;CAN_FD;D;BI;CAN_FD Electrik Fzg High
nCL;CAN_K_H;CAN comfort High;CAN Komfort Plus;nVal;No Value;Keine Angabe;12;CAN;D;BI;Komfort-CAN High
nCL;Cell_05;cell voltage 5 +;Zellspannung 5 +;nVal;No Value;Keine Angabe;12;CAN;D;BI;Cell_05
nCL;L0L_BPEfD+/L0R_BPEfP+;Belt pretensioner End front Driver;Endbleschagstraffer Fahrerseite vorne;nVal;No Value;Keine Angabe;12;mixed;S;IN;Endbeschlagstraffer Fahrerseite vorne Plus
nCL;L0L_BPEfP+/L0R_BPEfD+;Belt Pretensioner End front Passenger;Endbeschlagstraffer Beifahrerseite vorne;nVal;No Value;Keine Angabe;12;mixed;S;IN;Endbeschlagstraffer Beifahrerseite vorne Plus
nCL;C_V2X_2;C_V2X_2;V2X2 5.9GHz Cellular V2X Antenna;nVal;No Value;Keine Angabe;12;mixed;S;BI;V2X2 5.9GHz Cellular V2X Antenna
nCL;Batt;Battery;Batterie;nVal;No Value;Keine Angabe;12;mixed;S;CRX;Batterie
nCL;HVV_B-;ou contact relais minus (2);Schaltkontakt Schuetz Minus (2);nVal;No Value;Keine Angabe;12;HV;H;OUT;Schaltkontakt Schuetz Minus 2
nCL;Ansteuerung_HVV_Low;activation relais low (4);Schuetzansteuerung Minus (4);nVal;No Value;Keine Angabe;12;mixed;S;OUT;Ansteuerung_HVV_Schuetzansteuerung Minus 4
nCL;CM1_Cell12;CMC module 1 - cell 12;CMC Modul 1 - Zelle 12;nVal;No Value;Keine Angabe;12;HV;H;IN;CMC Modul 1 - Zelle 12
nCL;CM1_NTC3;CMC module 1 - NTC3;CMC Modul 1 - NTC3;nVal;No Value;Keine Angabe;12;HV;H;OUT;CMC Modul 1 - NTC3
nCL;CM1_NTC4;CMC module 1 - NTC4;CMC Modul 1 - NTC4;nVal;No Value;Keine Angabe;12;HV;H;OUT;CMC Modul 1 - NTC4
nCL;CM1_CellGnd;CMC module 1 - reference GND;CMC Modul 1 - Referenz GND;nVal;No Value;Keine Angabe;12;HV;H;IN;CMC Modul 1 - Referenz GND
nCL;CcSelectOut;Select a Battery CMC;Auswahl eines Batterie CMC;nVal;No Value;Keine Angabe;12;mixed;S;OUT;Auswahl eines Batterie CMC Ausgang
nCL;CAN_A_L;CAN_drive_Low;CAN_Antrieb_Minus;nVal;No Value;Keine Angabe;12;CAN;D;BI;Antriebs-CAN Low
nCL;TNN_GND;Measurement HV Minus Path TNN;Messung HV Minus Pfad TNN;nVal;No Value;Keine Angabe;12;HV;H;IN;Messung HV Minus Pfad TNN
nCL;TNA;HV Measurement TNA path;HV Messung TNA Pfad;nVal;No Value;Keine Angabe;12;HV;H;IN;HV Messung TNA Pfad
nCL;ChargFlapAIntlock-;AC flap interlock motor -;AC Ladeklappe Verrigelungsmotor;nVal;No Value;Keine Angabe;12;mixed;S;OUT;AC Stecker Ladeklappe Verriegelungsmotor-
nCL;Read_Conn_interlock_A;Read connector interlock;Leseverbindung Verrigelung;nVal;No Value;Keine Angabe;12;mixed;D;BI;Leseverbindung Verriegelung
nCL;TempSens;Temperature Sensor;Temeratursensor;nVal;No Value;Keine Angabe;12;mixed;S;CRX;NTC
nCL;EPBSw3;Electronic Parking Brake switch wire 3;Elektronische Parkbremse Schalter Leitung 3;nVal;No Value;Keine Angabe;12;mixed;S;CRX;Elektronische Parkbremse Schalter Leitung 3
nCL;IntLck_1;Interlock 1;Interlock 1 / Pilotlinie 1;nVal;No Value;Keine Angabe;12;DC;V;IN;Interlock 1 / Pilotlinie 1
nCL;HV+;High voltage direct current +;Hochvolt Gleichspannung +;nVal;No Value;Keine Angabe;12;HV;H;OUT;Hochvolt Gleichspannung plus
nCL;PAM;PAM;PAM;nVal;No Value;Keine Angabe;12;AC;M;IN;PAM
nCL;CAN_H_L;CAN hybrid Low;CAN_Hybrid Minus;nVal;No Value;Keine Angabe;12;CAN;D;BI;Hybrid-CAN Low
nCL;LIN;Local Interconnect Network;LIN BUS;3;3rd State or 3rd Selection;Dritte Auswahl oder Stufe;12;LIN;D;BI;LIN BUS
nCL;CAN_DIAG_L;CAN Diagnose  Low;CAN Diagnose  Minus;nVal;No Value;Keine Angabe;12;CAN;D;BI;Diagnose-CAN Low
nCL;ETH7-_GW;Ethernet 7- Gateway;Ethernet 7- GW;nVal;No Value;Keine Angabe;12;ETH0G1B;D;BI;Ethernet 7- GW
nCL;49H_2;Turn Indicator Left 2;Turn Indicator Links 2;nVal;No Value;Keine Angabe;12;mixed;S;BI;Turn Indicator Links 2
nCL;L1_Schirm;Schirm;Schirm;nVal;No Value;Keine Angabe;12;mixed;M;BI;L1_Schirm
nCL;L0L_BPrP-/L0R_BPrD-;Belt Pretensioner rear Passenger;Gurtstraffer hinten Beifahrerseite;nVal;No Value;Keine Angabe;12;mixed;S;OUT;Minus Gurtstraffer hinten Beifahrerseite
nCL;Ligtng;Lighting;Beleuchtung An;1;1st stage 1st selection;Erste Auswahl oder Stufe;12;mixed;S;CRX;Leveller Signal
nCL;Ligtng;Lighting;Beleuchtung An;2;2nd State or 2nd Selection;Zweite Auswahl oder Stufe;12;mixed;S;CRX;Leveller Ground
nCL;ParkngLig;Parking Light;Ntext;nVal;No Value;Keine Angabe;12;mixed;S;CRX;Park.Licht
nCL;Ligtng;Lighting;Beleuchtung An;4;4st stage 4st selection;4. Auswahl oder Stufe;12;mixed;S;CRX;Ligtng.DIAG
nCL;Blbs_LED;Bulbs_Led;Glühlampen oder LED;nVal;No Value;Keine Angabe;12;mixed;S;CRX;Glühlampen oder LED
nCL;Audio;Audio;Klang_Audio_Ton;2-;2nd State or 2nd Selection minus level;Zweite Auswahl oder Stufe Minuspegel;12;mixed;S;CRX;Klang_Audio_Ton
nCL;L0L_BPfD+/L0R_BPfP+;Belt Pretensioner Front Driver;Gurtstraffer Fahrer vorne;nVal;No Value;Keine Angabe;12;mixed;S;OUT;+ Gurtstraffer Fahrer vorne
nCL;49H;turn indicator;Fahrtrichtungsanzeiger;nVal;No Value;Keine Angabe;12;mixed;S;IN;Fahrtrichtungsanzeiger
nCL;BTS;Brake test sensor;Bremstestsensor;nVal;No Value;Keine Angabe;12;DC;S;OUT;Bremstestsensor
nCL;PA-OnL;Passenger Airbag ON Lamp;Beifahrer Airbag An Leuchte;nVal;No Value;Keine Angabe;12;mixed;S;CRX;Beifahrer Airbag An Leuchte
nCL;SAT_ECSC+/SAT_ECSD+;Early Crash Sensor Center/Driver;Frontsensor mitte/Fahrerseite;nVal;No Value;Keine Angabe;12;mixed;S;OUT;Frontsensor mitte/Fahrerseite Plus
nCL;SATPP_gC+/SAT_ECSP+;Pedest Protect  Center or Early Crash Passenger;Fussgängerschutz mitte oder Frontsensor Beifahrer;nVal;No Value;Keine Angabe;12;mixed;S;OUT;Fussgaengersch.Mitte Sensor Plus
nCL;RFS;Radio Free Speak;Funkfreisprechen;nVal;No Value;Keine Angabe;12;DC;S;IN;Funkfreisprechen
nCL;DC-;DC voltage charge minus;DC- Laden Minuspfad;nVal;No Value;Keine Angabe;12;HV;S;IN;DC- Laden Minuspfad
nCL;SATrD-/SATrC-;Satellite rear Driver/Center;Seitensensor Fahreseite hinten/Fersenblechsensor;nVal;No Value;Keine Angabe;12;mixed;S;IN;Seitensensor Fahreseite hi. Fersenblechsensor
nCL;K-Ltg;K-Wire_diagnostic;K-Leitung_Diagnose;nVal;No Value;Keine Angabe;12;mixed;S;BI;K-Leitung_Diagnose
nCL;CcSelAlarmIn;select a battery CMC;Auswahl eines Batterie CMC;nVal;No Value;Keine Angabe;12;mixed;S;IN;Auswahl eines Batterie CMC
nCL;HAfP-_BFLfP-_BPrP-;HAfP-_BFLfP-_BPrP-;HAfP-_BFLfP-_BPrP-;nVal;No Value;Keine Angabe;12;mixed;S;IN;HAfP-_BFLfP-_BPrP-#HAfP-
nCL;HVInterlockIn;HV Interlock In;HV Interlock In;nVal;No Value;Keine Angabe;12;DC;S;IN;HV Interlock In
nCL;ACPlugInterlockMotor+;AC Plug Interlock Motor+;AC Stecker Verriegelungsmotor+;nVal;No Value;Keine Angabe;12;DC;S;OUT;AC Stecker Verriegelungsmotor+
nCL;LED_PWM;PWM supply for interieur lamps;PWM Signal für Innenleuchten;nVal;No Value;Keine Angabe;12;DC;V;IN;PWM Signal fuer Innenleuchte
nCL;DZS_Hydr_Vers+;Speed sensor Hydraulic motor power supply +;DZS Hydr Vers +;nVal;No Value;Keine Angabe;12;mixed;S;BI;DZS_Hydr_Vers+
nCL;DZS_Hydr_Sig_Li-;Speed sensor Hydraulic motor left -;DZS Hydr li -;nVal;No Value;Keine Angabe;12;mixed;S;IN;DZS_Hydr_Sig_Li-
nCL;DZS_Hydr_Sig_Re-;Speed sensor Hydraulic motor right +;DZS Hydr re +;nVal;No Value;Keine Angabe;12;mixed;S;IN;DZS_Hydr_Sig_Re
nCL;HSS2_KSG;KSG Lamp;KSG Lamp;nVal;No Value;Keine Angabe;12;mixed;S;BI;KSG Lamp
nCL;Umf_Proj_+;Ambient_Projection_Light_+;Umfeld_Projektion_+;nVal;No Value;Keine Angabe;12;DC;S;IN;Umfeld_Projektion_+
nCL;Status_Pos_X;Status_Pos_X;Status_pos_X;nVal;No Value;Keine Angabe;12;mixed;S;BI;Status_pos_X
nCL;HV_Traktion+;HV Traction +;HV Traktion +;nVal;No Value;Keine Angabe;12;HV;H;CRX;HV Traktion +
nCL;HV_Traktion-;HV Traction -;HV Traktion -;nVal;No Value;Keine Angabe;12;HV;H;CRX;HV Traktion -
nCL;HV_DC-Charge-;HV_DC-Charge-;Hochvolt DC-Laden-;nVal;No Value;Keine Angabe;12;HV;S;BI;Hochvolt DC-Laden-
nCL;Ventil1_SV_BAT;Supplyline for valve SV-bat;Ansteuerleitung für Ventil SV-Bat;nVal;No Value;Keine Angabe;12;DC;V;OUT;Ansteuerleitung fuer Ventil SV-Bat
nCL;CM1_Cell05;CMC module 1 - cell 05;CMC Modul 1 - Zelle 05;nVal;No Value;Keine Angabe;12;HV;H;IN;CMC Modul 1 - Zelle 05
nCL;CM2_NTC1;CMC module 2 - NTC1;CMC Modul 2 - NTC1;nVal;No Value;Keine Angabe;12;HV;H;OUT;CMC Modul 2 - NTC1
nCL;CM3_NTC2_GND;CMC module 3 - NTC2 GND;CMC Modul 3 - NTC2 GND;nVal;No Value;Keine Angabe;12;HV;H;OUT;CMC Modul 3 - NTC2 GND
nCL;Tankgeber2voll;Tankgeber 2 voll;Tankgeber 2 voll;nVal;No Value;Keine Angabe;12;mixed;S;BI;Tankgeber 2 voll
nCL;Tankgeber1leer;Tankgeber 1 leer;Tankgeber 1 leer;nVal;No Value;Keine Angabe;12;mixed;S;BI;Tankgeber 1 leer
nCL;KL15-Sig;Power Supply signal;Klemme 15-2 Plus, Signal;nVal;No Value;Keine Angabe;12;mixed;S;IN;Klemme 15-2_Signal
nCL;CSH;Crash;Schaden_Unfall;2;2nd State or 2nd Selection;Zweite Auswahl oder Stufe;12;mixed;S;CRX;Schaden_Unfall
nCL;CM3_Cell07;CMC module 3 - cell 7;CMC Modul 3 - Zelle 7;nVal;No Value;Keine Angabe;12;HV;H;IN;CMC Modul 3 - Zelle 7
nCL;CM3_Cell11;CMC module 3 - cell 11;CMC Modul 3 - Zelle 11;nVal;No Value;Keine Angabe;12;HV;H;IN;CMC Modul 3 - Zelle 11
nCL;CM4_Cell09;CMC module 4 - cell 9;CMC Modul 4 - Zelle 9;nVal;No Value;Keine Angabe;12;HV;H;IN;CMC Modul 4 - Zelle 9
nCL;CM4_Cell11;CMC module 4 - cell 11;CMC Modul 4 - Zelle 11;nVal;No Value;Keine Angabe;12;HV;H;IN;CMC Modul 4 - Zelle 11
nCL;ConnInterlock_A+;Connector interlock +;Verbinderverrigelung +;nVal;No Value;Keine Angabe;12;mixed;S;OUT;Verbinderverrigelung +
nCL;CHAdeMO_Signal_g;EU: CHAdeMO signal g / China: n.c.;EU: CHAdeMO Signal g / China: n.c.;nVal;No Value;Keine Angabe;12;mixed;S;BI;Signal g / China: n.c.
nCL;CHAdeMO_Signal_k;EU: CHAdeMO signal k / China: n.c.;EU: CHAdeMO Signal k / China: n.c.;nVal;No Value;Keine Angabe;12;mixed;S;BI;Signal k / China: n.c.
nCL;GBT_A+;EU: n.c / China: GBT_A+;EU: n.c. / China GBT_A+;nVal;No Value;Keine Angabe;12;mixed;S;BI;EU n.c. / China GBT_A+
nCL;HV_GND_SP;HV_GND welding contact;Schweißpunkt HV_GND;nVal;No Value;Keine Angabe;12;mixed;S;IN;Schweisspunkt HV_GND
nCL;SATfP-/SATrP-;Satellite front/rear Passenger;Seitensensor Beifahrerseite vorne/hinten;nVal;No Value;Keine Angabe;12;mixed;S;IN;Seitensensor Beifahrerseite vorne/hinten
nCL;PA-InscriptL;Passenger Airbag Inscription Lamp;Beifahrer Airbag Schriftzug Leuchte;nVal;No Value;Keine Angabe;12;mixed;S;IN;Passenger Airbag Lamp 2
nCL;PA-OffL;Passenger Aribag OFF Lamp;Beifahrer Airbag AUS Leuchte;nVal;No Value;Keine Angabe;12;mixed;S;IN;Passenger Airbag lamp OFF
nCL;DA;Driver Airbag;Fahrer Airbag;1-;1st stage 1st selection minus level;Erste Auswahl oder Stufe MInuspegel;12;mixed;S;OUT;Fahrer Airbag
nCL;T1_Output;T2;OUTPUT;nVal;No Value;Keine Angabe;12;mixed;S;BI;T2 OUTPUT
nCL;KL15LWR;KL15LWR;KL15LWR;nVal;No Value;Keine Angabe;12;mixed;S;BI;KL15LWR
nCL;SAT_HVBAT;Satellite Battery disconnect 2 (12V);Seitensensor Batterieabtrennung 2 (HV);1+;1st stage 1st selection plus level;Erste Auswahl oder Stufe Pluspegel;12;mixed;S;IN;Sensor zur Batterieabtrennung
nCL;Resolver_ERR_Neg;Resolver_Error_Positiv;Resolver_Fehler_Positiv;nVal;No Value;Keine Angabe;12;mixed;S;IN;Resolver_Fehler_Positiv
nCL;Level_Cooland_GND;Level_Cooland_Ground;Kuehlmittelstand_Masse;nVal;No Value;Keine Angabe;12;mixed;S;nVal;Kuehlmittelstand_Masse
nCL;Temp_EM_GND;Temperature_Electrical_Machine_Ground;Temperatur_Elektrische_Maschine_Masse;nVal;No Value;Keine Angabe;12;mixed;S;nVal;Temperatur_Elektrische_Maschine_Masse
nCL;Schirm_HV_EKK;Shield_HV_EKK;Schirm_HV_EKK;nVal;No Value;Keine Angabe;12;mixed;S;nVal;HV_EKK Schirm
nCL;PA;Passenger Airbag Stage;Beifahrer Airbag Stufe ;2+;2nd State or 2nd Selection plus level;Zweite Auswahl oder Stufe Pluspegel;12;mixed;S;OUT;Beifahrer Airbag Stufe
nCL;Flex_ZK;flexible ignition circiut;flexibler Zuendkreis;18-;18st stage 18st selection minus level;18 Auswahl oder Stufe MInuspegel;12;mixed;S;OUT;flexibler Zuendkreis
nCL;Motor-;Geblaese;Blower;nVal;No Value;Keine Angabe;12;mixed;S;BI;Motor-
nCL;Flex_ZK;flexible ignition circiut;flexibler Zuendkreis;13-;13st stage 13st selection minus level;13 Auswahl oder Stufe MInuspegel;12;mixed;S;OUT;flexibler Zuendkreis
nCL;LIN_PCS;LIN Passenger Classification System;LIN fuer Sitzbelegungserkennung (PODS);nVal;No Value;Keine Angabe;12;LIN;D;BI;LIN fuer Sitzbelegungserkennung (PODS)
nCL;Mehrfach_ZK;multiple ignition circuit;Mehrfachzuendkreis;1+;1st stage 1st selection plus level;Erste Auswahl oder Stufe Pluspegel;12;DC;S;IN;Mehrfachzuendkreis
nCL;ETH11+_OcuConMod;ETH11+_OcuConMod;ETH11+On Board Connectivity Unit;nVal;No Value;Keine Angabe;12;ETH0G1B;D;BI;ETH11+On Board Connectivity Unit
nCL;ETH5+_Charger;ETH5+_Charger;ETH5+Ladegeraet;nVal;No Value;Keine Angabe;12;ETH0G1B;D;BI;ETH5+Ladegeraet
nCL;ETH10+_TransBx;ETH10+_TransBx;ETH10+Transceiver Box;nVal;No Value;Keine Angabe;12;ETH0G1B;D;BI;ETH10+Transceiver Box
nCL;ETH2-_TopRearView;Ethernet_2-_TopRearView;Ethernet_2- Rueckfahrkamera;nVal;No Value;Keine Angabe;12;ETH0G1B;D;BI;ETH2+Rueckfahrkamera
nCL;ETH6+_Sound;ETH6+_Sound;ETH6+_Sound;nVal;No Value;Keine Angabe;12;ETH0G1B;D;BI;ETH6+_Sound
nCL;ETH5-_Charger;ETH5-_Charger;ETH5-Ladegeraet;nVal;No Value;Keine Angabe;12;ETH0G1B;D;BI;ETH5-Ladegeraet
nCL;Flex_ZK;flexible ignition circiut;flexibler Zuendkreis;1+;1st stage 1st selection plus level;Erste Auswahl oder Stufe Pluspegel;12;mixed;S;OUT;flexibler Zuendkreis
nCL;Flex_ZK;flexible ignition circiut;flexibler Zuendkreis;8-;8st stage 8st selection minus level;8 Auswahl oder Stufe MInuspegel;12;mixed;S;OUT;flexibler Zuendkreis
nCL;CAN_KOMBI_L;CAN kombi Low;CAN Kombi Minus;nVal;No Value;Keine Angabe;12;CAN;D;BI;Kombi-CAN Low
nCL;U_Heiz-;heater;Heizer;nVal;No Value;Keine Angabe;12;mixed;S;BI;Heizer -
nCL;EDS2;pc 2 EDS 2;Druckregler 2, EDS 2;nVal;No Value;Keine Angabe;12;DC;S;IN;Druckregler2 EDS2
nCL;Fan-;cooling_Fan-;cooling_Fan-;nVal;No Value;Keine Angabe;12;DC;S;OUT;cooling_Fan-
nCL;Fan_load-;load_cooling_Fan-;load_cooling_Fan-;nVal;No Value;Keine Angabe;12;DC;S;IN;cooling_Fan-load
nCL;CAN_FD_K3_H;CAN_FD comfort high 3;CAN_FD_Komfort_Plus 3;nVal;No Value;Keine Angabe;12;CAN_FD;D;BI;Komfort 3 CAN_FD High
nCL;ETH9-_GW;Ethernet 9- Gateway;Ethernet 9- GW;nVal;No Value;Keine Angabe;12;ETH0G1B;D;BI;Ethernet 9- GW
nCL;P2-SENT;ps2SENT K2;Drucksensor 2SENT K2;nVal;No Value;Keine Angabe;12;mixed;S;OUT;Drucksensor2SENT K2
nCL;CC1_CP;CC1_Signal;CC1_Signal;nVal;No Value;Keine Angabe;12;mixed;S;CRX;CC1_Signal
nCL;Damper_RL_R_HS;Damper_Rear_Left_Rebound_Highside;Daempfer_hinten_links_Zug_Highside;nVal;No Value;Keine Angabe;12;D1Mhz;S;OUT;Rebound_Highside.Daempfer_hinten_links_Zug
nCL;Damper_RL_R_LS;Damper_Rear_Left_Rebound_Lowside;Daempfer_hinten_links_Zug_Lowside;nVal;No Value;Keine Angabe;12;D1Mhz;S;OUT;Rebound_Lowside.Daempfer_hinten_links_Zug
